APC,HCPCS Code,Description,Payment Rate
5055,0717T; 0718T; 11960; 14301; 15120; 15135; 15155; 15273; 15572; 15600; 15730; 15731; 15733; 15734; 15738; 15750; 15769; 15770; 15771; 15825; 15826; 15828; 15829; 15840; 15841; 15845; 15876; 15877; 15879; 15922; 15934; 15935; 15944; 15953; 15958; 20912; 43886; 43888; 44312; 44340,Adrc ther prtl rc tear; Adrc ther prtl rc tear njx; Insert tissue expander(s); Tis trnfr any 30.1-60 sq cm; Skn splt a-grft fac/nck/hf/g; Derm autograft face/nck/hf/g; Cult skin graft f/n/hf/g; Skin sub grft t/arm/lg child; Skin pedicle flap arms/legs; Delay flap trunk; Mdfc flap w/prsrv vasc pedcl; Forehead flap w/vasc pedicle; Musc myoq/fscq flp h&n pedcl; Muscle-skin graft trunk; Muscle-skin graft leg; Neurovascular pedicle flap; Grfg autol soft tiss dir exc; Derma-fat-fascia graft; Grfg autol fat lipo 50 cc/<; Removal of neck wrinkles; Removal of brow wrinkles; Removal of face wrinkles; Removal of skin wrinkles; Nerve palsy fascial graft; Nerve palsy muscle graft; Skin and muscle repair face; Suction lipectomy head&neck; Suction lipectomy trunk; Suction lipectomy lwr extrem; Removal of tail bone ulcer; Remove sacrum pressure sore; Remove sacrum pressure sore; Remove hip pressure sore; Remove thigh pressure sore; Remove thigh pressure sore; Remove cartilage for graft; Revise gastric port open; Change gastric port open; Revision of ileostomy; Revision of colostomy,"$3,418.26 "
5061,G0277,"Hbot, full body chamber, 30m",$132.21 
5071,10005; 10007; 10009; 10011; 10030; 10035; 10080; 10081; 11010; 11011; 11400; 11402; 11403; 11421; 11440; 11441; 11442; 11600; 11601; 11603; 11604; 11621; 11622; 11640; 11641; 11642; 11755; 11976; 15781; 15999; 19000; 19283; 19285; 19287; 20615; 20950; 21725; 28190; 33286; 35226; 40800; 42400; 47399; 48999; 50390; 55000; 60100; 60300; 62267; 69000; 69020; D7510; D7511; D7520; D7521,Fna bx w/us gdn 1st les; Fna bx w/fluor gdn 1st les; Fna bx w/ct gdn 1st les; Fna bx w/mr gdn 1st les; Img gid flu coll drg sft tis; Plmt sft tiss loclzj dev 1st; I&d pilonidal cyst simple; I&d pilonidal cyst comp; Debride skin at fx site; Debride skin musc at fx site; Exc tr-ext b9+marg 0.5 cm<; Exc tr-ext b9+marg 1.1-2 cm; Exc tr-ext b9+marg 2.1-3cm; Exc h-f-nk-sp b9+marg 0.6-1; Exc face-mm b9+marg 0.5 cm/<; Exc face-mm b9+marg 0.6-1 cm; Exc face-mm b9+marg 1.1-2 cm; Exc tr-ext mal+marg 0.5 cm/<; Exc tr-ext mal+marg 0.6-1 cm; Exc tr-ext mal+marg 2.1-3 cm; Exc tr-ext mal+marg 3.1-4 cm; Exc s/n/h/f/g mal+mrg 0.6-1; Exc s/n/h/f/g mal+mrg 1.1-2; Exc f/e/e/n/l mal+mrg 0.5cm<; Exc f/e/e/n/l mal+mrg 0.6-1; Exc f/e/e/n/l mal+mrg 1.1-2; Biopsy nail unit; Remove contraceptive capsule; Dermabrasion segmental face; Unlisted px exc pressure ulc; Puncture aspir cyst breast; Perq dev breast 1st strtctc; Perq dev breast 1st us imag; Perq dev breast 1st mr guide; Treatment of bone cyst; Fluid pressure muscle; Revision of neck muscle; Removal of foot foreign body; Rmvl subq car rhythm mntr; Repair blood vessel lesion; Drainage of mouth lesion; Biopsy of salivary gland; Unlisted procedure liver; Unlisted procedure pancreas; Drainage of kidney lesion; Drainage of hydrocele; Biopsy of thyroid; Aspir/inj thyroid cyst; Interdiscal perq aspir dx; Drain external ear lesion; Drain outer ear canal lesion; I&d absc intraoral soft tiss; Incision/drain abscess intra; I&d abscess extraoral; Incision/drain abscess extra,$670.36 
5072,0673T; 10121; 10140; 11044; 11404; 11406; 11420; 11422; 11423; 11424; 11443; 11444; 11606; 11620; 11623; 11624; 11643; 11644; 15950; 19020; 19081; 19083; 19085; 19100; 19281; 20103; 20200; 20206; 20220; 20225; 20520; 20670; 21011; 21012; 21013; 21550; 21555; 21920; 21925; 21930; 21931; 22902; 23065; 23071; 23075; 23330; 23931; 24065; 24075; 24200; 25065; 25071; 25075; 25076; 26011; 26111; 26113; 26115; 26116; 26320; 27040; 27041; 27323; 27327; 27613; 27618; 28001; 28043; 28192; 28193; 32400; 32408; 37609; 38220; 38221; 38505; 41108; 47000; 48102; 49180; 49185; 49405; 49406; 49407; 50200; 54015; 54100; 54800; 55100; 62269; 69005; 69205,Abltj b9 thyr ndul perq lasr; Inc&rmvl fb subq tiss comp; I&d hmtma seroma/fluid collj; Dbrdmt bone 1st 20 sq cm/<; Exc tr-ext b9+marg 3.1-4 cm; Exc tr-ext b9+marg >4.0 cm; Exc h-f-nk-sp b9+marg 0.5/<; Exc h-f-nk-sp b9+marg 1.1-2; Exc h-f-nk-sp b9+marg 2.1-3; Exc h-f-nk-sp b9+marg 3.1-4; Exc face-mm b9+marg 2.1-3 cm; Exc face-mm b9+marg 3.1-4 cm; Exc tr-ext mal+marg >4 cm; Exc h-f-nk-sp mal+marg 0.5/<; Exc s/n/h/f/g mal+mrg 2.1-3; Exc s/n/h/f/g mal+mrg 3.1-4; Exc f/e/e/n/l mal+mrg 2.1-3; Exc f/e/e/n/l mal+mrg 3.1-4; Remove thigh pressure sore; Mastotomy expl drg absc dp; Bx breast 1st lesion strtctc; Bx breast 1st lesion us imag; Bx breast 1st lesion mr imag; Bx breast percut w/o image; Perq device breast 1st imag; Explore wound extremity; Muscle biopsy superficial; Biopsy muscle perq needle; Bone biopsy trocar/ndl supfc; Bone biopsy trocar/ndl deep; Removal of foreign body; Removal implant superficial; Exc face les sc <2 cm; Exc face les sbq 2 cm/>; Exc face tum deep < 2 cm; Biopsy of neck/chest; Exc neck les sc < 3 cm; Biopsy soft tissue of back; Biopsy soft tissue of back; Exc back les sc < 3 cm; Exc back les sc 3 cm/>; Exc abd les sc < 3 cm; Biopsy shoulder tissues; Exc shoulder les sc 3 cm/>; Exc shoulder les sc < 3 cm; Remove shoulder foreign body; I&d upr a/e bursa; Biopsy arm/elbow soft tissue; Exc arm/elbow les sc < 3 cm; Rmvl fb upper arm/elbw subq; Biopsy forearm soft tissues; Exc forearm les sc 3 cm/>; Exc forearm les sc < 3 cm; Exc forearm tum deep < 3 cm; Drainage of finger abscess; Exc hand les sc 1.5 cm/>; Exc hand tum deep 1.5 cm/>; Exc hand les sc < 1.5 cm; Exc hand tum deep < 1.5 cm; Removal of implant from hand; Biopsy of soft tissues; Biopsy of soft tissues; Biopsy thigh soft tissues; Exc thigh/knee les sc < 3 cm; Biopsy lower leg soft tissue; Exc leg/ankle tum < 3 cm; Drainage of bursa of foot; Exc foot/toe tum sc < 1.5 cm; Removal of foot foreign body; Removal of foot foreign body; Needle biopsy chest lining; Core ndl bx lng/med perq; Temporal artery procedure; Dx bone marrow aspirations; Dx bone marrow biopsies; Needle biopsy lymph nodes; Biopsy of floor of mouth; Needle biopsy of liver; Needle biopsy pancreas; Biopsy abdominal mass; Sclerotx fluid collection; Image cath fluid colxn visc; Image cath fluid peri/retro; Image cath fluid trns/vgnl; Renal biopsy perq; Drain penis lesion; Biopsy of penis; Biopsy of epididymis; Drainage of scrotum abscess; Needle biopsy spinal cord; Drain external ear lesion; Clear outer ear canal,"$1,544.75 "
5073,10180; 11012; 11426; 11446; 11450; 11451; 11462; 11463; 11470; 11471; 11626; 11646; 11770; 11771; 11772; 11971; 15780; 15782; 15832; 15833; 15834; 15835; 15836; 15837; 15838; 15839; 15920; 15931; 15933; 15940; 15941; 15951; 20205; 20240; 20245; 20525; 20680; 21014; 21015; 21016; 21501; 21552; 21554; 21556; 21557; 21558; 21601; 21932; 21933; 21935; 21936; 22900; 22901; 22903; 22904; 22905; 23000; 23030; 23031; 23066; 23073; 23076; 23077; 23078; 23333; 23334; 23930; 24066; 24071; 24073; 24076; 24077; 24079; 24201; 25066; 25073; 25077; 25078; 26117; 26118; 27043; 27045; 27047; 27048; 27049; 27059; 27086; 27301; 27324; 27328; 27329; 27337; 27339; 27364; 27372; 27603; 27614; 27615; 27616; 27619; 27632; 27634; 28039; 28041; 28045; 28046; 28047; 38222; 38300; 38305; 51080; 54105; 54115; 54500; 57022; 57023; 69110; 69145,I&d complex po wound infctj; Deb skin bone at fx site; Exc h-f-nk-sp b9+marg >4 cm; Exc face-mm b9+marg >4 cm; Exc skn hdrdnt ax smpl/ntrm; Exc skn hdrdnt ax complex; Exc skn hdrdnt ing smpl/ntrm; Exc skn hdrdnt ing complex; Exc skn h/p/p/u smpl/ntrm; Exc skn h/p/p/u complex; Exc s/n/h/f/g mal+mrg >4 cm; Exc f/e/e/n/l mal+mrg >4 cm; Remove pilonidal cyst simple; Remove pilonidal cyst exten; Remove pilonidal cyst compl; Rmvl tis xpndr wo insj implt; Dermabrasion total face; Dermabrasion other than face; Excise excessive skin thigh; Excise excessive skin leg; Excise excessive skin hip; Excise excessive skin buttck; Excise excessive skin arm; Excise excess skin arm/hand; Excise excess skin fat pad; Excise excess skin & tissue; Removal of tail bone ulcer; Remove sacrum pressure sore; Remove sacrum pressure sore; Remove hip pressure sore; Remove hip pressure sore; Remove thigh pressure sore; Deep muscle biopsy; Bone biopsy open superficial; Bone biopsy open deep; Removal of foreign body; Removal of implant deep; Exc face tum deep 2 cm/>; Resect face/scalp tum < 2 cm; Resect face/scalp tum 2 cm/>; Drain neck/chest lesion; Exc neck les sc 3 cm/>; Exc neck tum deep 5 cm/>; Exc neck tum deep < 5 cm; Resect neck thorax tumor<5cm; Resect neck tumor 5 cm/>; Exc chest wall tumor w/ribs; Exc back tum deep < 5 cm; Exc back tum deep 5 cm/>; Resect back tum < 5 cm; Resect back tum 5 cm/>; Exc abdl tum deep < 5 cm; Exc abdl tum deep 5 cm/>; Exc abd les sc 3 cm/>; Radical resect abd tumor<5cm; Rad resect abd tumor 5 cm/>; Removal of calcium deposits; Drain shoulder lesion; Drain shoulder bursa; Biopsy shoulder tissues; Exc shoulder tum deep 5 cm/>; Exc shoulder tum deep < 5 cm; Resect shoulder tumor < 5 cm; Resect shoulder tumor 5 cm/>; Remove shoulder fb deep; Shoulder prosthesis removal; I&d upr a/e dp absc/hmtma; Biopsy arm/elbow soft tissue; Exc arm/elbow les sc 3 cm/>; Ex arm/elbow tum deep 5 cm/>; Ex arm/elbow tum deep < 5 cm; Rad rescj tum tiss a/e <5cm; Rad rescj tum tiss a/e 5 cm+; Rmvl fb upper arm/elbw deep; Biopsy forearm soft tissues; Exc forearm tum deep 3 cm/>; Resect forearm/wrist tum<3cm; Resect forarm/wrist tum 3cm>; Rad resect hand tumor < 3 cm; Rad resect hand tumor 3 cm/>; Exc hip pelvis les sc 3 cm/>; Exc hip/pelv tum deep 5 cm/>; Exc hip/pelvis les sc < 3 cm; Exc hip/pelv tum deep < 5 cm; Resect hip/pelv tum < 5 cm; Resect hip/pelv tum 5 cm/>; Remove hip foreign body; Drain thigh/knee lesion; Biopsy thigh soft tissues; Exc thigh/knee tum deep <5cm; Resect thigh/knee tum < 5 cm; Exc thigh/knee les sc 3 cm/>; Exc thigh/knee tum dep 5cm/>; Resect thigh/knee tum 5 cm/>; Removal of foreign body; Drain lower leg lesion; Biopsy lower leg soft tissue; Resect leg/ankle tum < 5 cm; Resect leg/ankle tum 5 cm/>; Exc leg/ankle tum deep <5 cm; Exc leg/ankle les sc 3 cm/>; Exc leg/ankle tum dep 5 cm/>; Exc foot/toe tum sc 1.5 cm/>; Exc foot/toe tum dep 1.5cm/>; Exc foot/toe tum deep <1.5cm; Resect foot/toe tumor < 3 cm; Resect foot/toe tumor 3 cm/>; Dx bone marrow bx & aspir; Drainage lymph node lesion; Drainage lymph node lesion; Drainage of bladder abscess; Biopsy of penis; Treatment of penis lesion; Biopsy of testis; I & d vaginal hematoma pp; I & d vag hematoma non-ob; Remove external ear partial; Remove ear canal lesion(s),"$2,707.35 "
5091,0581T; 19101; 19105; 19110; 19112; 19120; 19125; 19300; 19301; 19328; 19330; 19350; 19355; 19370; 19371; 19396; 19499; 38308; 38500; 38510; 38520; 38525; 38530; 38531; 38550,Abltj mal brst tum perq crtx; Biopsy of breast open; Cryosurg ablate fa each; Nipple exploration; Excise breast duct fistula; Removal of breast lesion; Excision breast lesion; Removal of breast tissue; Partial mastectomy; Rmvl intact breast implant; Rmvl ruptured breast implant; Breast reconstruction; Correct inverted nipple(s); Revj peri-implt capsule brst; Peri-implt capslc brst compl; Design custom breast implant; Unlisted procedure breast; Incision of lymph channels; Biopsy/removal lymph nodes; Biopsy/removal lymph nodes; Biopsy/removal lymph nodes; Biopsy/removal lymph nodes; Biopsy/removal lymph nodes; Open bx/exc inguinofem nodes; Removal neck/armpit lesion,"$3,631.79 "
5092,15830; 19298; 19302; 19303; 19307; 19316; 19318; 19340; 19380; 38555; 38700; 38720; 38760,Exc skin abd; Place breast rad tube/caths; P-mastectomy w/ln removal; Mast simple complete; Mast mod rad; Suspension of breast; Breast reduction; Insj breast implt sm d mast; Revj reconstructed breast; Removal neck/armpit lesion; Removal of lymph nodes neck; Removal of lymph nodes neck; Remove groin lymph nodes,"$6,213.24 "
5093,19296; 19325; 19342,Place po breast cath for rad; Breast augmentation w/implt; Insj/rplcmt brst implt sep d,"$8,981.62 "
5094,19357,Tiss xpndr plmt brst rcnstj,"$16,790.01 "
5101,29044; 29085; 29086; 29105; 29200; 29440; 29450; 29505; 29515; 29540; 29580; 29581; 29584; 29720; 29730; 29799,Application of body cast; Apply hand/wrist cast; Apply finger cast; Apply long arm splint; Strapping of chest; Addition of walker to cast; Application of leg cast; Application long leg splint; Application lower leg splint; Strapping of ankle and/or ft; Application of paste boot; Apply multlay comprs lwr leg; Appl multlay comprs arm/hand; Repair of body cast; Windowing of cast; Unlisted px casting/strpg,$150.13 
5102,26775; 28665; 29000; 29010; 29015; 29035; 29040; 29046; 29049; 29055; 29058; 29065; 29075; 29305; 29325; 29345; 29355; 29358; 29365; 29405; 29425; 29435; 29445; 29700; 29705; 29710; 29740; 29750,Treat finger dislocation; Treat toe dislocation; Application of body cast; Application of body cast; Application of body cast; Application of body cast; Application of body cast; Application of body cast; Application of figure eight; Application of shoulder cast; Application of shoulder cast; Application of long arm cast; Application of forearm cast; Application of hip cast; Application of hip casts; Application of long leg cast; Application of long leg cast; Apply long leg cast brace; Application of long leg cast; Apply short leg cast; Apply short leg cast; Apply short leg cast; Apply rigid leg cast; Removal/revision of cast; Removal/revision of cast; Removal/revision of cast; Wedging of cast; Wedging of clubfoot cast,$255.88 
5111,0101T; 20999; 21480; 21820; 22310; 22899; 22999; 23500; 23525; 23540; 23545; 23570; 23600; 23620; 23650; 23929; 24500; 24530; 24560; 24576; 24600; 24640; 24650; 24670; 24999; 25500; 25530; 25535; 25560; 25600; 25622; 25630; 25650; 25660; 25675; 25680; 25999; 26341; 26600; 26605; 26641; 26670; 26700; 26720; 26725; 26740; 26750; 26755; 26770; 26989; 27197; 27198; 27200; 27220; 27230; 27246; 27250; 27256; 27265; 27299; 27500; 27501; 27508; 27516; 27520; 27530; 27538; 27550; 27560; 27562; 27599; 27750; 27760; 27767; 27780; 27786; 27788; 27808; 27816; 27824; 27830; 27840; 27899; 28400; 28405; 28430; 28450; 28470; 28475; 28490; 28495; 28510; 28515; 28530; 28540; 28570; 28600; 28605; 28630; 28660; 28899; 29999,Esw muscskel sys nos; Unlisted px muscskel general; Reset dislocated jaw; Treat sternum fracture; Closed tx vert fx w/o manj; Unlisted procedure spine; Unlisted px abdomen muscskel; Cltx clavicular fx w/o mnpj; Cltx strnclav dislc w/mnpj; Cltx acromclav dislc wo mnpj; Cltx acromclav dislc w/mnpj; Cltx scapular fx w/o mnpj; Cltx prox humrl fx w/o mnpj; Cltx gr hmrl tbrs fx wo mnpj; Cltx sho dslc w/mnpj wo anes; Unlisted procedure shoulder; Treat humerus fracture; Treat humerus fracture; Treat humerus fracture; Treat humerus fracture; Treat elbow dislocation; Treat elbow dislocation; Treat radius fracture; Treat ulnar fracture; Unlisted px humerus/elbow; Treat fracture of radius; Treat fracture of ulna; Treat fracture of ulna; Treat fracture radius & ulna; Treat fracture radius/ulna; Treat wrist bone fracture; Treat wrist bone fracture; Treat wrist bone fracture; Treat wrist dislocation; Treat wrist dislocation; Treat wrist fracture; Unlisted px forearm/wrist; Manipulat palm cord post inj; Treat metacarpal fracture; Treat metacarpal fracture; Treat thumb dislocation; Treat hand dislocation; Treat knuckle dislocation; Treat finger fracture each; Treat finger fracture each; Treat finger fracture each; Treat finger fracture each; Treat finger fracture each; Treat finger dislocation; Unlisted px hands/fingers; Clsd tx pelvic ring fx; Clsd tx pelvic ring fx; Treat tail bone fracture; Treat hip socket fracture; Treat thigh fracture; Treat thigh fracture; Treat hip dislocation; Treat hip dislocation; Treat hip dislocation; Unlisted px pelvis/hip joint; Treatment of thigh fracture; Treatment of thigh fracture; Treatment of thigh fracture; Treat thigh fx growth plate; Treat kneecap fracture; Treat knee fracture; Treat knee fracture(s); Treat knee dislocation; Treat kneecap dislocation; Treat kneecap dislocation; Unlisted px femur/knee; Treatment of tibia fracture; Cltx medial ankle fx; Cltx post ankle fx; Treatment of fibula fracture; Treatment of ankle fracture; Treatment of ankle fracture; Treatment of ankle fracture; Treatment of ankle fracture; Treat lower leg fracture; Treat lower leg dislocation; Treat ankle dislocation; Unlisted px leg/ankle; Treatment of heel fracture; Treatment of heel fracture; Treatment of ankle fracture; Treat midfoot fracture each; Treat metatarsal fracture; Treat metatarsal fracture; Treat big toe fracture; Treat big toe fracture; Treatment of toe fracture; Treatment of toe fracture; Treat sesamoid bone fracture; Treat foot dislocation; Treat foot dislocation; Treat foot dislocation; Treat foot dislocation; Treat toe dislocation; Treat toe dislocation; Unlisted px foot/toes; Unlisted px arthroscopy,$224.69 
5112,20660; 20662; 20694; 20697; 20822; 21813; 22505; 23035; 23505; 23520; 23575; 23605; 23625; 23655; 23665; 23675; 23700; 24300; 24505; 24535; 24565; 24566; 24577; 24605; 24620; 24655; 24675; 25000; 25020; 25025; 25031; 25110; 25111; 25112; 25115; 25118; 25125; 25248; 25250; 25259; 25505; 25520; 25565; 25605; 25624; 25635; 25690; 25922; 26034; 26040; 26055; 26060; 26070; 26080; 26110; 26140; 26145; 26160; 26170; 26180; 26185; 26200; 26210; 26235; 26236; 26262; 26340; 26410; 26418; 26432; 26440; 26455; 26460; 26474; 26525; 26560; 26590; 26645; 26675; 26705; 26742; 26991; 27000; 27050; 27052; 27057; 27238; 27252; 27257; 27266; 27275; 27498; 27502; 27503; 27510; 27517; 27552; 27570; 27605; 27752; 27762; 27768; 27781; 27810; 27818; 27825; 27842; 28002; 28010; 28011; 28024; 28080; 28090; 28092; 28108; 28175; 28220; 28230; 28232; 28234; 28261; 28264; 28272; 28345; 28435; 28455; 28546; 28635; 28890; 29848; 29850; 29851; 29902,Apply rem fixation device; Application halo pelvic; Rmvl ext fixj sys under anes; App mltpln uni xtrnl fix xch; Replantation digit complete; Treatment of rib fracture; Manipulation of spine; Drain shoulder bone lesion; Cltx clavicular fx w/mnpj; Cltx strnclav dislc w/o mnpj; Cltx scap fx w/mnpj +-tractj; Cltx prx hmrl fx mnpj+-tract; Cltx gr hmrl tbrs fx w/mnpj; Cltx sho dslc w/mnpj w/anes; Cltx sho dslc fx gr hmrl tbr; Cltx sho dislc neck fx mnpj; Mnpj anes sho jt fixj aprats; Mnpj elbow under anes; Treat humerus fracture; Treat humerus fracture; Treat humerus fracture; Treat humerus fracture; Treat humerus fracture; Treat elbow dislocation; Treat elbow fracture; Treat radius fracture; Treat ulnar fracture; Incision of tendon sheath; Decompress forearm 1 space; Decompress forearm 2 spaces; Drainage of forearm bursa; Remove wrist tendon lesion; Remove wrist tendon lesion; Reremove wrist tendon lesion; Remove wrist/forearm lesion; Excise wrist tendon sheath; Remove/graft forearm lesion; Remove forearm foreign body; Removal of wrist prosthesis; Manipulate wrist w/anesthes; Treat fracture of radius; Treat fracture of radius; Treat fracture radius & ulna; Treat fracture radius/ulna; Treat wrist bone fracture; Treat wrist bone fracture; Treat wrist dislocation; Amputate hand at wrist; Treat hand bone lesion; Release palm contracture; Incise finger tendon sheath; Incision of finger tendon; Explore/treat hand joint; Explore/treat finger joint; Biopsy finger joint lining; Revise finger joint each; Tendon excision palm/finger; Remove tendon sheath lesion; Removal of palm tendon each; Removal of finger tendon; Remove finger bone; Remove hand bone lesion; Removal of finger lesion; Partial removal finger bone; Partial removal finger bone; Resect distal finger tumor; Manipulate finger w/anesth; Repair hand tendon; Repair finger tendon; Repair finger tendon; Release palm/finger tendon; Incision of finger tendon; Incise hand/finger tendon; Fusion of finger tendons; Release finger contracture; Repair of web finger; Repair finger deformity; Treat thumb fracture; Treat hand dislocation; Treat knuckle dislocation; Treat finger fracture each; Drainage of pelvis bursa; Incision of hip tendon; Biopsy of sacroiliac joint; Biopsy of hip joint; Buttock fasciotomy w/dbrdmt; Treat thigh fracture; Treat hip dislocation; Treat hip dislocation; Treat hip dislocation; Manipulation of hip joint; Decompression of thigh/knee; Treatment of thigh fracture; Treatment of thigh fracture; Treatment of thigh fracture; Treat thigh fx growth plate; Treat knee dislocation; Fixation of knee joint; Incision of achilles tendon; Treatment of tibia fracture; Cltx med ankle fx w/mnpj; Cltx post ankle fx w/mnpj; Treatment of fibula fracture; Treatment of ankle fracture; Treatment of ankle fracture; Treat lower leg fracture; Treat ankle dislocation; Treatment of foot infection; Incision of toe tendon; Incision of toe tendons; Exploration of toe joint; Removal of foot lesion; Removal of foot lesion; Removal of toe lesions; Removal of toe lesions; Resect phalanx of toe tumor; Release of foot tendon; Incision of foot tendon(s); Incision of toe tendon; Incision of foot tendon; Revision of foot tendon; Release of midfoot joint; Release of toe joint each; Repair webbed toe(s); Treatment of ankle fracture; Treat midfoot fracture each; Treat foot dislocation; Treat toe dislocation; Hi enrgy eswt plantar fascia; Wrist endoscopy/surgery; Knee arthroscopy/surgery; Knee arthroscopy/surgery; Mcp joint arthroscopy surg,"$1,531.33 "
